"id","cfs","offensedate","offensehour","offensedow","cfsaddress","cfslatitude","cfslongitude","cfs-2","cfs_type","cfs_class","date","moonphase"
218009644,"Domestic Disturbance","2018-05-25",21,"Friday","2400 BLK NW 12TH PL",29.663092,-82.359628,"Domestic Disturbance","Quality of Life","Person","2018-05-25","First Quarter"
218009618,"Battery (police Officer)","2018-05-25",16,"Friday","100 BLK NW 10TH AVE",29.661104,-82.325545,"Battery (police Officer)","Battery","Person","2018-05-25","First Quarter"
218000091,"Disturbance Civil","2018-01-02",17,"Tuesday","3000 BLK NE 19TH ST",29.680766,-82.299424,"Disturbance Civil","Quality of Life","Other ","2018-01-02","First Quarter"
218003510,"Trespass","2018-02-24",10,"Saturday","1200 BLK SW 16TH AVE",29.636474,-82.337598,"Trespass","Quality of Life","Property","2018-02-24","First Quarter"
218009773,"Fraud (all Other)","2018-05-28",21,"Monday","3400 BLK SW ARCHER RD",29.626953,-82.372611,"Fraud (all Other)","Fraud","Property","2018-05-28","First Quarter"
518000281,"Drug Violation (sid)","2018-05-28",15,"Monday","900 BLK NW 36TH TER",29.660538,-82.377058,"Drug Violation (sid)","Drugs","Government","2018-05-28","First Quarter"
218009767,"Domestic Simple Battery","2018-05-28",20,"Monday","2700 BLK NW 46TH PL",29.697134,-82.362072,"Domestic Simple Battery","Battery","Person","2018-05-28","First Quarter"
618005366,"Theft Petit - From Building","2018-05-28",0,"Monday","3400 BLK W UNIVERSITY AVE",29.652117,-82.372375,"Theft Petit - From Building","Theft","Property","2018-05-28","First Quarter"
218009804,"Theft Petit - Other","2018-05-28",11,"Monday","1200 BLK E UNIVERSITY AVE",29.651995,-82.310074,"Theft Petit - Other","Theft","Property","2018-05-28","First Quarter"
218009749,"Found Property","2018-05-28",12,"Monday","1300 BLK NW 14TH AVE",29.665111,-82.339162,"Found Property","Other","Other ","2018-05-28","First Quarter"
218000028,"Found Property","2018-01-01",16,"Monday","6700 BLK W NEWBERRY RD",29.659716,-82.414257,"Found Property","Other","Other ","2018-01-01","First Quarter"
618004881,"Theft Petit - Bicycle","2018-02-24",0,"Saturday","800 BLK NE 3RD AVE",29.653898,-82.316302,"Theft Petit - Bicycle","Theft","Property","2018-02-24","First Quarter"
218009832,"Fraud (forgery)","2018-05-28",10,"Monday","2000 BLK NW 76TH PL",29.724354,-82.350414,"Fraud (forgery)","Fraud","Property","2018-05-28","First Quarter"
218009747,"Burglary to Residence","2018-05-28",11,"Monday","3400 BLK SW 28TH TER",29.619915,-82.36564,"Burglary to Residence","Theft","Property","2018-05-28","First Quarter"
218009774,"Damage to Property","2018-05-28",22,"Monday","700 BLK SW 62ND BLVD",29.647525,-82.401579,"Damage to Property","Quality of Life","Property","2018-05-28","First Quarter"
218009746,"Trespass Warning","2018-05-28",11,"Monday","1800 BLK NE 12TH AVE",29.661941,-82.300747,"Trespass Warning","Quality of Life","Other ","2018-05-28","First Quarter"
218009756,"Criminal Mischief (misdemeanor)","2018-05-28",13,"Monday","1300 BLK NW 16TH AVE",29.666682,-82.339161,"Criminal Mischief (misdemeanor)","Quality of Life","Property","2018-05-28","First Quarter"
218009772,"Dating Violence Simple Battery","2018-05-28",22,"Monday","1700 BLK N MAIN ST",29.667386,-82.324476,"Dating Violence Simple Battery","Battery","Person","2018-05-28","First Quarter"
218000086,"Burglary to Residence","2018-01-02",17,"Tuesday","3500 BLK NE 15TH ST",29.684413,-82.305793,"Burglary to Residence","Theft","Property","2018-01-02","First Quarter"
618004892,"Damage to Property","2018-02-24",0,"Saturday","100 BLK SE 2ND PL",29.649653,-82.323958,"Damage to Property","Quality of Life","Property","2018-02-24","First Quarter"
218003573,"Theft Petit - Retail","2018-02-24",17,"Saturday","5800 BLK NW 34TH ST",29.707528,-82.372167,"Theft Petit - Retail","Theft","Property","2018-02-24","First Quarter"
618004880,"Theft Petit - Bicycle","2018-02-24",0,"Saturday","1300 BLK W UNIVERSITY AVE",29.652077,-82.339894,"Theft Petit - Bicycle","Theft","Property","2018-02-24","First Quarter"
218003541,"Damage to Property","2018-02-24",19,"Saturday","3000 BLK SW ARCHER RD",29.629556,-82.367683,"Damage to Property","Quality of Life","Property","2018-02-24","First Quarter"
218004074,"Theft Grand - Other","2018-02-24",23,"Saturday","200 BLK SW 62ND BLVD",29.650892,-82.408596,"Theft Grand - Other","Theft","Property","2018-02-24","First Quarter"
218003504,"Theft Grand - Other","2018-02-24",6,"Saturday","3000 BLK NE 28TH DR",29.679854,-82.288972,"Theft Grand - Other","Theft","Property","2018-02-24","First Quarter"
218003498,"Robbery (armed)","2018-02-24",2,"Saturday","4500 BLK NW 19TH ST",29.695934,-82.347254,"Robbery (armed)","Theft","Property","2018-02-24","First Quarter"
218003610,"Burglary to Conveyance","2018-02-24",17,"Saturday","4600 BLK NW 6TH ST",29.696802,-82.335068,"Burglary to Conveyance","Theft","Property","2018-02-24","First Quarter"
218004322,"Theft Grand - Other","2018-02-24",23,"Saturday","1700 BLK NE 8TH AVE",29.659205,-82.303291,"Theft Grand - Other","Theft","Property","2018-02-24","First Quarter"
218003499,"Trespass Warning","2018-02-24",3,"Saturday","6500 BLK W NEWBERRY RD",29.659699,-82.411597,"Trespass Warning","Quality of Life","Other ","2018-02-24","First Quarter"
218003533,"Domestic Simple Battery","2018-02-24",13,"Saturday","100 BLK SE 25TH TER",29.650892,-82.291817,"Domestic Simple Battery","Battery","Person","2018-02-24","First Quarter"
218003494,"Burglary to Residence","2018-02-24",1,"Saturday","1100 BLK NW 39TH AVE",29.688518,-82.336052,"Burglary to Residence","Theft","Property","2018-02-24","First Quarter"
218003506,"Trespass Warning","2018-02-24",8,"Saturday","900 BLK NE 12TH AVE",29.662921,-82.314796,"Trespass Warning","Quality of Life","Other ","2018-02-24","First Quarter"
218003585,"Trespass Warning","2018-02-24",17,"Saturday","1200 BLK W UNIVERSITY AVE",29.652073,-82.3371,"Trespass Warning","Quality of Life","Other ","2018-02-24","First Quarter"
218003540,"Battery (simple)","2018-02-24",18,"Saturday","3000 BLK NE 28TH DR",29.679854,-82.288972,"Battery (simple)","Battery","Person","2018-02-24","First Quarter"
618004629,"Theft Petit - From Building","2018-01-02",0,"Tuesday","3300 BLK SW 35TH BLVD",29.624118,-82.377005,"Theft Petit - From Building","Theft","Property","2018-01-02","First Quarter"
218003548,"Theft Petit - From Building","2018-02-24",20,"Saturday","3800 BLK SW 40TH BLVD",29.619263,-82.383872,"Theft Petit - From Building","Theft","Property","2018-02-24","First Quarter"
218003501,"Stolen Vehicle (auto)","2018-02-24",1,"Saturday","5100 BLK SW 13TH PL",29.641387,-82.394158,"Stolen Vehicle (auto)","Theft","Property","2018-02-24","First Quarter"
218003626,"Harassing/ Obscene Calls","2018-02-24",14,"Saturday","2700 BLK SW 13TH ST",29.626886,-82.339432,"Harassing/ Obscene Calls","Quality of Life","Person","2018-02-24","First Quarter"
218000026,"Theft Petit - Retail","2018-01-01",14,"Monday","1800 BLK NE 12TH AVE",29.661941,-82.300747,"Theft Petit - Retail","Theft","Property","2018-01-01","First Quarter"
218009597,"Theft Petit - Other","2018-02-24",0,"Saturday","1500 BLK SW ARCHER RD",29.639782,-82.341761,"Theft Petit - Other","Theft","Property","2018-02-24","First Quarter"
218003621,"Molestation of Vending Machine","2018-02-24",20,"Saturday","3100 BLK NE 15TH ST",29.681405,-82.305805,"Molestation of Vending Machine","Theft","Property","2018-02-24","First Quarter"
218003544,"Disturbance","2018-02-24",19,"Saturday","1400 BLK E UNIVERSITY AVE",29.65201,-82.307266,"Disturbance","Quality of Life","Person","2018-02-24","First Quarter"
218000018,"Indecent Exposure","2018-01-01",11,"Monday","1400 BLK NW 23RD AVE",29.673982,-82.34016,"Indecent Exposure","Other","Person","2018-01-01","First Quarter"
618004895,"Theft Petit - Other","2018-02-24",0,"Saturday","6400 BLK NW 38TH TER",29.714683,-82.381146,"Theft Petit - Other","Theft","Property","2018-02-24","First Quarter"
218003539,"Suspicious Incident","2018-02-24",18,"Saturday","6300 BLK W NEWBERRY RD",29.659683,-82.409945,"Suspicious Incident","Other","Other ","2018-02-24","First Quarter"
218003529,"Trespass Warning","2018-02-24",17,"Saturday","3500 BLK SW ARCHER RD",29.624637,-82.375208,"Trespass Warning","Quality of Life","Other ","2018-02-24","First Quarter"
218003497,"Indecent Exposure","2018-02-24",2,"Saturday","1700 BLK NW 2ND AVE",29.65349,-82.344779,"Indecent Exposure","Other","Person","2018-02-24","First Quarter"
218003699,"Fraud (obtain Money/property by False Pretense)","2018-02-24",3,"Saturday","100 BLK SE 1ST AVE",29.65104,-82.323962,"Fraud (obtain Money/property by False Pretense)","Fraud","Property","2018-02-24","First Quarter"
618004898,"Theft Petit - Bicycle","2018-02-24",0,"Saturday","4000 BLK SW 23RD ST",29.618197,-82.355563,"Theft Petit - Bicycle","Theft","Property","2018-02-24","First Quarter"
218004008,"Missing Person","2018-02-24",1,"Saturday","2800 BLK NW 13TH ST",29.67785,-82.339174,"Missing Person","Other","Person","2018-02-24","First Quarter"
218000141,"Criminal Mischief (misdemeanor)","2018-01-02",15,"Tuesday","1900 BLK SE 4TH ST",29.634335,-82.316213,"Criminal Mischief (misdemeanor)","Quality of Life","Property","2018-01-02","First Quarter"
218003795,"Driving Under the Influence","2018-02-28",20,"Wednesday","2300 BLK NW 13TH ST",29.674022,-82.339143,"Driving Under the Influence","Alcohol","Government","2018-02-28","First Quarter"
218003546,"Exposure of Sexual Organs / Indecent Exposure","2018-02-24",21,"Saturday","2800 BLK SW 35TH PL",29.619992,-82.365851,"Exposure of Sexual Organs / Indecent Exposure","Other","Person","2018-02-24","First Quarter"
218003500,"Domestic Simple Battery","2018-02-24",4,"Saturday","3000 BLK NE 28TH DR",29.679854,-82.288972,"Domestic Simple Battery","Battery","Person","2018-02-24","First Quarter"
218003772,"Battery (simple)","2018-02-28",14,"Wednesday","3100 BLK NE 15TH ST",29.681405,-82.305805,"Battery (simple)","Battery","Person","2018-02-28","First Quarter"
218003794,"Trespass Warning","2018-02-28",20,"Wednesday","1200 BLK W UNIVERSITY AVE",29.652073,-82.3371,"Trespass Warning","Quality of Life","Other ","2018-02-28","First Quarter"
218003758,"Burglary to Conveyance","2018-02-28",9,"Wednesday","6300 BLK NW 23RD ST",29.712461,-82.356193,"Burglary to Conveyance","Theft","Property","2018-02-28","First Quarter"
218003770,"Counterfeiting","2018-02-28",14,"Wednesday","3800 BLK SW 40TH BLVD",29.619263,-82.383872,"Counterfeiting","Fraud","Property","2018-02-28","First Quarter"
218003781,"Theft Petit - Retail","2018-02-28",16,"Wednesday","6400 BLK W NEWBERRY RD",29.659701,-82.411853,"Theft Petit - Retail","Theft","Property","2018-02-28","First Quarter"
218003755,"Burglary to Business","2018-02-28",9,"Wednesday","4000 BLK NW 13TH ST",29.689335,-82.339085,"Burglary to Business","Theft","Property","2018-02-28","First Quarter"
218003790,"Trespass Warning","2018-02-28",18,"Wednesday","3700 BLK SW ARCHER RD",29.621455,-82.378726,"Trespass Warning","Quality of Life","Other ","2018-02-28","First Quarter"
218003791,"Theft Petit - Other","2018-02-28",0,"Wednesday","400 BLK NW 3RD AVE",29.653916,-82.328681,"Theft Petit - Other","Theft","Property","2018-02-28","First Quarter"
218003747,"Domestic Battery by Strangulation","2018-02-28",5,"Wednesday","3200 BLK SW ARCHER RD",29.628336,-82.37039,"Domestic Battery by Strangulation","Battery","Person","2018-02-28","First Quarter"
218003753,"Assault (aggravated)","2018-02-28",8,"Wednesday","3000 BLK NE 28TH DR",29.679854,-82.288972,"Assault (aggravated)","Assault","Person","2018-02-28","First Quarter"
218003801,"Trespass","2018-02-28",21,"Wednesday","1100 BLK E UNIVERSITY AVE",29.651993,-82.31077,"Trespass","Quality of Life","Property","2018-02-28","First Quarter"
218011316,"Theft Petit - Other","2018-06-21",10,"Thursday","3000 BLK SW 34TH ST",29.626002,-82.37257,"Theft Petit - Other","Theft","Property","2018-06-21","First Quarter"
218000154,"Burglary to Business","2018-01-02",23,"Tuesday","900 BLK SW 3RD ST",29.644083,-82.328162,"Burglary to Business","Theft","Property","2018-01-02","First Quarter"
218003849,"Suspicious Incident","2018-02-28",13,"Wednesday","1900 BLK NW 13TH ST",29.668787,-82.339149,"Suspicious Incident","Other","Other ","2018-02-28","First Quarter"
518000321,"Drug Violation","2018-06-21",11,"Thursday","BLK MM 375 SB",NULL,NULL,"Drug Violation","Drugs","Government","2018-06-21","First Quarter"
218011329,"Suspicious Incident","2018-06-21",12,"Thursday","3100 BLK CLARK BUTLER BLVD",29.625261,-82.38359,"Suspicious Incident","Other","Other ","2018-06-21","First Quarter"
218011296,"Domestic Simple Battery","2018-06-21",7,"Thursday","5300 BLK NE 29TH AVE",29.677022,-82.261471,"Domestic Simple Battery","Battery","Person","2018-06-21","First Quarter"
518000319,"Drug Violation (sid)","2018-06-21",0,"Thursday","2600 BLK SW 13TH ST",29.627582,-82.339431,"Drug Violation (sid)","Drugs","Government","2018-06-21","First Quarter"
218003807,"Domestic Simple Battery","2018-02-28",21,"Wednesday","1000 BLK SW 62ND BLVD",29.641625,-82.398242,"Domestic Simple Battery","Battery","Person","2018-02-28","First Quarter"
218011314,"Theft Petit - Retail","2018-06-21",11,"Thursday","1600 BLK NW 13TH ST",29.666682,-82.339161,"Theft Petit - Retail","Theft","Property","2018-06-21","First Quarter"
218000017,"Theft Petit - Retail","2018-01-01",10,"Monday","2900 BLK SW 42ND ST",29.627061,-82.385022,"Theft Petit - Retail","Theft","Property","2018-01-01","First Quarter"
218011362,"Drug Violation","2018-06-21",23,"Thursday","1900 BLK SE 4TH ST",29.634335,-82.316213,"Drug Violation","Drugs","Government","2018-06-21","First Quarter"
218014403,"Fraud (all Other)","2018-06-21",17,"Thursday","4300 BLK SW 20TH AVE",29.636046,-82.388919,"Fraud (all Other)","Fraud","Property","2018-06-21","First Quarter"
218011285,"Drug Poss. of Controlled Substance","2018-06-21",0,"Thursday","1700 BLK NW 34TH ST",29.667663,-82.372386,"Drug Poss. of Controlled Substance","Drugs","Government","2018-06-21","First Quarter"
218011315,"Suspicious Incident","2018-06-21",12,"Thursday","2800 BLK SW 42ND ST",29.627329,-82.385254,"Suspicious Incident","Other","Other ","2018-06-21","First Quarter"
218011345,"Burglary to Residence","2018-06-21",12,"Thursday","2800 BLK NE 14TH DR",29.678217,-82.306761,"Burglary to Residence","Theft","Property","2018-06-21","First Quarter"
218011299,"Dating Violence Simple Battery","2018-06-21",7,"Thursday","2200 BLK NW 13TH ST",29.673111,-82.339142,"Dating Violence Simple Battery","Battery","Person","2018-06-21","First Quarter"
218011293,"Damage to Property","2018-06-21",2,"Thursday","3300 BLK NW 19TH ST",29.683379,-82.347412,"Damage to Property","Quality of Life","Property","2018-06-21","First Quarter"
218000715,"Theft Grand - Other","2018-01-02",12,"Tuesday","4100 BLK NW 37TH PL",29.687548,-82.386977,"Theft Grand - Other","Theft","Property","2018-01-02","First Quarter"
218005231,"Theft Grand - Other","2018-02-28",0,"Wednesday","100 BLK E UNIVERSITY AVE",29.651967,-82.323965,"Theft Grand - Other","Theft","Property","2018-02-28","First Quarter"
218011405,"Criminal Mischief (misdemeanor)","2018-06-21",15,"Thursday","1600 BLK SE 12TH AVE",29.640281,-82.304444,"Criminal Mischief (misdemeanor)","Quality of Life","Property","2018-06-21","First Quarter"
218011286,"Drug Poss. of Controlled Substance","2018-06-21",1,"Thursday","400 BLK S MAIN ST",29.648354,-82.324985,"Drug Poss. of Controlled Substance","Drugs","Government","2018-06-21","First Quarter"
218012308,"Theft Grand - Retail","2018-06-21",15,"Thursday","2500 BLK SW 13TH ST",29.628307,-82.339431,"Theft Grand - Retail","Theft","Property","2018-06-21","First Quarter"
218011481,"Damage to Property","2018-06-21",14,"Thursday","4100 BLK SW 20TH AVE",29.634723,-82.38611,"Damage to Property","Quality of Life","Property","2018-06-21","First Quarter"
218011412,"Traffic Offense (all Other)","2018-06-22",17,"Friday","3800 BLK NW 6TH ST",29.687799,-82.330773,"Traffic Offense (all Other)","Gov Reg Vio","Government","2018-06-22","First Quarter"
218011430,"Theft Grand - Other","2018-06-22",18,"Friday","400 BLK NW 13TH ST",29.654829,-82.339222,"Theft Grand - Other","Theft","Property","2018-06-22","First Quarter"
218011427,"Theft Petit - Other","2018-06-22",18,"Friday","7100 BLK NW 4TH BLVD",29.656115,-82.417611,"Theft Petit - Other","Theft","Property","2018-06-22","First Quarter"
218011389,"Domestic Simple Battery","2018-06-22",12,"Friday","300 BLK SW 16TH AVE",29.636184,-82.328607,"Domestic Simple Battery","Battery","Person","2018-06-22","First Quarter"
218004047,"Theft Grand - From Building","2018-02-28",7,"Wednesday","1600 BLK SW ARCHER RD",29.639223,-82.343325,"Theft Grand - From Building","Theft","Property","2018-02-28","First Quarter"
218011377,"Burglary to Residence","2018-06-22",5,"Friday","2800 BLK SW 38TH PL",29.615584,-82.365231,"Burglary to Residence","Theft","Property","2018-06-22","First Quarter"
518000337,"Drug Violation (sid)","2018-06-22",12,"Friday","2300 BLK SW 13TH ST",29.630243,-82.339438,"Drug Violation (sid)","Drugs","Government","2018-06-22","First Quarter"
218011453,"Burglary to Business","2018-06-22",21,"Friday","2100 BLK N MAIN ST",29.672141,-82.322509,"Burglary to Business","Theft","Property","2018-06-22","First Quarter"
218011460,"Theft Grand - Retail","2018-06-22",20,"Friday","6400 BLK W NEWBERRY RD",29.659701,-82.411853,"Theft Grand - Retail","Theft","Property","2018-06-22","First Quarter"
618005507,"Fraud (credit Card/atm)","2018-06-22",0,"Friday","500 BLK NW 13TH ST",29.655731,-82.339218,"Fraud (credit Card/atm)","Fraud","Property","2018-06-22","First Quarter"
218000067,"Computer Crimes","2018-01-02",12,"Tuesday","500 BLK NW 8TH AVE",29.659423,-82.329994,"Computer Crimes","Other","Other ","2018-01-02","First Quarter"
218003814,"Trespass Warning","2018-03-01",1,"Thursday","1700 BLK W UNIVERSITY AVE",29.652088,-82.344748,"Trespass Warning","Quality of Life","Other ","2018-03-01","First Quarter"
218011402,"Harassing/ Obscene Calls","2018-06-22",15,"Friday","1500 BLK SW ARCHER RD",29.639782,-82.341761,"Harassing/ Obscene Calls","Quality of Life","Person","2018-06-22","First Quarter"
218011463,"Criminal Mischief (misdemeanor)","2018-06-22",21,"Friday","2800 BLK SW ARCHER RD",29.630591,-82.36549,"Criminal Mischief (misdemeanor)","Quality of Life","Property","2018-06-22","First Quarter"
218000008,"Trespass Warning","2018-01-01",3,"Monday","3900 BLK SW 40TH BLVD",29.61859,-82.383405,"Trespass Warning","Quality of Life","Other ","2018-01-01","First Quarter"
218018968,"Juvenile Problem / Disturbance","2018-03-01",0,"Thursday","1100 BLK SE 15TH ST",29.641011,-82.305876,"Juvenile Problem / Disturbance","Quality of Life","Person","2018-03-01","First Quarter"
218009855,"Stalking (simple)","2018-02-28",1,"Wednesday","3700 BLK SW 20TH AVE",29.633985,-82.379056,"Stalking (simple)","Other","Person","2018-02-28","First Quarter"
218011428,"Domestic Simple Battery","2018-06-22",20,"Friday","2100 BLK NW 31ST AVE",29.681247,-82.351506,"Domestic Simple Battery","Battery","Person","2018-06-22","First Quarter"
218000013,"Trespass","2018-01-01",7,"Monday","3900 BLK SW 40TH BLVD",29.61859,-82.383405,"Trespass","Quality of Life","Property","2018-01-01","First Quarter"
218011395,"Theft Petit - Bicycle","2018-06-22",10,"Friday","400 BLK E UNIVERSITY AVE",29.651957,-82.321618,"Theft Petit - Bicycle","Theft","Property","2018-06-22","First Quarter"
218011420,"Trespass","2018-06-22",18,"Friday","1600 BLK NW 20TH WAY",29.666788,-82.349936,"Trespass","Quality of Life","Property","2018-06-22","First Quarter"
518000331,"Drug Violation (sid)","2018-06-22",0,"Friday","300 BLK SW 16TH AVE",29.636184,-82.328607,"Drug Violation (sid)","Drugs","Government","2018-06-22","First Quarter"
218011435,"Robbery (armed)","2018-06-22",21,"Friday","1300 BLK NW 23RD BLVD",NULL,NULL,"Robbery (armed)","Theft","Property","2018-06-22","First Quarter"
218011397,"Robbery (armed)","2018-06-22",14,"Friday","4100 BLK NW 50TH TER",29.691577,-82.396334,"Robbery (armed)","Theft","Property","2018-06-22","First Quarter"
218011721,"Theft Petit - Retail","2018-06-22",21,"Friday","5700 BLK NW 23RD ST",29.708854,-82.355728,"Theft Petit - Retail","Theft","Property","2018-06-22","First Quarter"
218011385,"Theft Petit - Retail","2018-06-22",11,"Friday","5700 BLK NW 23RD ST",29.708854,-82.355728,"Theft Petit - Retail","Theft","Property","2018-06-22","First Quarter"
218000057,"Theft Petit - From Vehicle (vehicle Parts)","2018-01-02",2,"Tuesday","2900 BLK NE 12TH ST",29.678839,-82.310466,"Theft Petit - From Vehicle (vehicle Parts)","Theft","Property","2018-01-02","First Quarter"
218003782,"Theft Grand - Retail","2018-02-28",15,"Wednesday","6400 BLK W NEWBERRY RD",29.659701,-82.411853,"Theft Grand - Retail","Theft","Property","2018-02-28","First Quarter"
218011473,"Theft Petit - Retail","2018-06-23",15,"Saturday","3900 BLK SW ARCHER RD",29.62005,-82.381118,"Theft Petit - Retail","Theft","Property","2018-06-23","First Quarter"
218011466,"Trespass Warning","2018-06-23",12,"Saturday","5200 BLK SW 34TH ST",29.605059,-82.371255,"Trespass Warning","Quality of Life","Other ","2018-06-23","First Quarter"
218011489,"Trespass","2018-06-23",22,"Saturday","1600 BLK SW 42ND ST",29.63745,-82.387206,"Trespass","Quality of Life","Property","2018-06-23","First Quarter"
218011459,"Assault (aggravated)","2018-06-23",10,"Saturday","2300 BLK SW 35TH PL",29.620182,-82.356991,"Assault (aggravated)","Assault","Person","2018-06-23","First Quarter"
218011609,"Burglary to Conveyance","2018-06-23",8,"Saturday","700 BLK NW 13TH ST",29.657546,-82.339184,"Burglary to Conveyance","Theft","Property","2018-06-23","First Quarter"
218011485,"Trespass Warning","2018-06-23",20,"Saturday","4200 BLK SW 40TH BLVD",29.615167,-82.38316,"Trespass Warning","Quality of Life","Other ","2018-06-23","First Quarter"
218000486,"Burglary to Conveyance","2018-01-01",2,"Monday","2200 BLK NW 36TH PL",29.686553,-82.353244,"Burglary to Conveyance","Theft","Property","2018-01-01","First Quarter"
218011592,"Theft Grand - Retail","2018-06-23",18,"Saturday","6400 BLK W NEWBERRY RD",29.659701,-82.411853,"Theft Grand - Retail","Theft","Property","2018-06-23","First Quarter"
618005503,"Theft Grand - Bicycle","2018-06-23",0,"Saturday","1300 BLK SW 51ST BLVD",29.641387,-82.394158,"Theft Grand - Bicycle","Theft","Property","2018-06-23","First Quarter"
218011447,"Threatening Phone Calls","2018-06-23",4,"Saturday","6700 BLK NW 34TH TER",29.716162,-82.37263,"Threatening Phone Calls","Other","Person","2018-06-23","First Quarter"
218011515,"Burglary to Conveyance","2018-06-23",17,"Saturday","1100 BLK NW 3RD AVE",29.653877,-82.335998,"Burglary to Conveyance","Theft","Property","2018-06-23","First Quarter"
218011502,"Theft Petit - Other","2018-06-23",23,"Saturday","1000 BLK NE 8TH AVE",29.659343,-82.313243,"Theft Petit - Other","Theft","Property","2018-06-23","First Quarter"
218012003,"Burglary to Residence","2018-06-23",18,"Saturday","1300 BLK NW 14TH AVE",29.665111,-82.339162,"Burglary to Residence","Theft","Property","2018-06-23","First Quarter"
218011474,"Disturbance","2018-06-23",14,"Saturday","1100 BLK SW 16TH AVE",29.636483,-82.337138,"Disturbance","Quality of Life","Person","2018-06-23","First Quarter"
218000139,"Criminal Mischief (misdemeanor)","2018-01-02",15,"Tuesday","1900 BLK SE 4TH ST",29.634335,-82.316213,"Criminal Mischief (misdemeanor)","Quality of Life","Property","2018-01-02","First Quarter"
218003792,"Burglary to Residence","2018-02-28",11,"Wednesday","2400 BLK NE 54TH ST",29.674562,-82.260486,"Burglary to Residence","Theft","Property","2018-02-28","First Quarter"
218011449,"Domestic Simple Battery","2018-06-23",1,"Saturday","4100 BLK SW 17TH PL",29.636254,-82.385167,"Domestic Simple Battery","Battery","Person","2018-06-23","First Quarter"
218011570,"Burglary to Business","2018-06-23",13,"Saturday","3700 BLK HULL RD",29.637389,-82.378371,"Burglary to Business","Theft","Property","2018-06-23","First Quarter"
218011461,"Burglary to Business","2018-06-23",1,"Saturday","1200 BLK NW 7TH AVE",29.657529,-82.337089,"Burglary to Business","Theft","Property","2018-06-23","First Quarter"
218011444,"Trespass Warning","2018-06-23",1,"Saturday","100 BLK NE 41ST PL",29.69117,-82.323303,"Trespass Warning","Quality of Life","Other ","2018-06-23","First Quarter"
218003765,"Assault (aggravated)","2018-02-28",12,"Wednesday","3000 BLK NE 28TH DR",29.679854,-82.288972,"Assault (aggravated)","Assault","Person","2018-02-28","First Quarter"
218011456,"Dating Violence Simple Battery","2018-06-23",5,"Saturday","100 BLK NE 42ND PL",29.69226,-82.323226,"Dating Violence Simple Battery","Battery","Person","2018-06-23","First Quarter"
218000081,"Burglary to Conveyance","2018-01-01",18,"Monday","4600 BLK NW 29TH TER",29.696936,-82.365848,"Burglary to Conveyance","Theft","Property","2018-01-01","First Quarter"
218011799,"Trespass Warning","2018-06-28",15,"Thursday","3400 BLK W UNIVERSITY AVE",29.652117,-82.372375,"Trespass Warning","Quality of Life","Other ","2018-06-28","First Quarter"
218011785,"Theft Grand - Other","2018-06-28",13,"Thursday","2900 BLK OLD ARCHER RD",29.629618,-82.366539,"Theft Grand - Other","Theft","Property","2018-06-28","First Quarter"
218011795,"Theft Grand - Other","2018-06-28",14,"Thursday","1600 BLK SW 13TH ST",29.63641,-82.339435,"Theft Grand - Other","Theft","Property","2018-06-28","First Quarter"
218011817,"Drug Violation (selling)","2018-06-28",23,"Thursday","1100 BLK SE 15TH ST",29.641011,-82.305876,"Drug Violation (selling)","Drugs","Government","2018-06-28","First Quarter"
218012049,"Death Investigation","2018-06-28",12,"Thursday","8600 BLK NW 13TH ST",29.734354,-82.379774,"Death Investigation","Death Inv/Homicide","Person","2018-06-28","First Quarter"
218011783,"Domestic Simple Battery","2018-06-28",12,"Thursday","1400 BLK SW 10TH TER",29.637973,-82.335385,"Domestic Simple Battery","Battery","Person","2018-06-28","First Quarter"
218011828,"Criminal Mischief (felony)","2018-06-28",22,"Thursday","1000 BLK NE 16TH AVE",29.666551,-82.313409,"Criminal Mischief (felony)","Quality of Life","Property","2018-06-28","First Quarter"
218000075,"Theft Petit - Other","2018-01-02",14,"Tuesday","2600 BLK NW 13TH ST",29.677321,-82.339167,"Theft Petit - Other","Theft","Property","2018-01-02","First Quarter"
218003798,"Damage to Property","2018-02-28",15,"Wednesday","400 BLK SE 25TH DR",29.64741,-82.291774,"Damage to Property","Quality of Life","Property","2018-02-28","First Quarter"
218011876,"Theft Grand - Bicycle","2018-06-28",22,"Thursday","6500 BLK W NEWBERRY RD",29.659699,-82.411597,"Theft Grand - Bicycle","Theft","Property","2018-06-28","First Quarter"
218011762,"Trespass Warning","2018-06-28",0,"Thursday","1600 BLK NE 12TH AVE",29.66318,-82.30523,"Trespass Warning","Quality of Life","Other ","2018-06-28","First Quarter"
218013263,"Poss. of Alcohol Under 21 Yoa","2018-07-21",0,"Saturday","1700 BLK W UNIVERSITY AVE",29.652088,-82.344748,"Poss. of Alcohol Under 21 Yoa","Alcohol","Government","2018-07-21","First Quarter"
618006247,"Theft Petit - Other","2018-07-21",0,"Saturday","2100 BLK NW 31ST AVE",29.681247,-82.351506,"Theft Petit - Other","Theft","Property","2018-07-21","First Quarter"
218013314,"Burglary to Conveyance","2018-07-21",14,"Saturday","100 BLK SE 2ND PL",29.649653,-82.323958,"Burglary to Conveyance","Theft","Property","2018-07-21","First Quarter"
218013305,"Theft Petit - Retail","2018-07-21",19,"Saturday","2900 BLK SW 42ND ST",29.627061,-82.385022,"Theft Petit - Retail","Theft","Property","2018-07-21","First Quarter"
